date,log_return_pct
2006-10-03,-1.077790207
2006-10-04,1.767739751
2006-10-05,-0.8643019143
2006-10-06,-0.6869484866
2006-10-09,0.4719428046
2006-10-10,-1.023107516
2006-10-11,-0.8324851899
2006-10-12,2.521502074
2006-10-13,0.04008105333
2006-10-16,0.4265346139
2006-10-17,-1.482898226
2006-10-18,0.3772741955
2006-10-19,5.770119523
2006-10-20,1.182051832
2006-10-23,1.884855204
2006-10-24,-0.4441892637
2006-10-25,0.6286873788
2006-10-26,0.6451108442
2006-10-27,-2.114087125
2006-10-30,-0.01247116046
2006-10-31,0.741403773
2006-11-01,-2.333794109
2006-11-02,-0.2791761891
2006-11-03,-0.7739120993
2006-11-06,1.693090473
2006-11-07,1.064572644
2006-11-08,2.37999006
2006-11-09,1.096917882
2006-11-10,-0.2771253054
2006-11-13,1.457315233
2006-11-14,0.7345424386
2006-11-15,-1.151598631
2006-11-16,1.900313443
2006-11-17,0.3041530908
2006-11-20,0.7409021654
2006-11-21,2.352780108
2006-11-22,1.947615905
2006-11-24,1.451724351
2006-11-27,-2.321780034
2006-11-28,2.449403162
2006-11-29,0
2006-11-30,-0.1385698358
2006-12-01,-0.3619152537
2006-12-04,-0.1869536276
2006-12-05,0.1539871982
2006-12-06,-1.58041839
2006-12-07,-3.176310577
2006-12-08,1.438050453
2006-12-11,0.4383485839
2006-12-12,-2.915279139
2006-12-13,3.321676688
2006-12-14,-0.5762185231
2006-12-15,-0.9754323474
2006-12-18,-2.576874731
2006-12-19,1.047252286
2006-12-20,-1.833049195
2006-12-21,-2.221560245
2006-12-22,-0.8464844696
2006-12-26,-0.7676013519
2006-12-27,0.06146155773
2006-12-28,-0.9755371773
2006-12-29,4.749721686
2007-01-03,-1.186404155
2007-01-04,2.206741082
2007-01-05,-0.6934813382
2007-01-08,0.4824200912
2007-01-09,7.983200329
2007-01-10,4.851145017
2007-01-11,-1.347743303
2007-01-12,-1.26013005
2007-01-16,2.514912544
2007-01-17,-2.134147735
2007-01-18,-6.445876266
2007-01-19,-0.6665310587
2007-01-22,-1.96114641
2007-01-23,-1.158770499
2007-01-24,1.066252856
2007-01-25,-0.5103827342
2007-01-26,-0.9542614624
2007-01-29,0.5853218412
2007-01-30,-0.4445318297
2007-01-31,0.2342104279
2007-02-01,-1.184466921
2007-02-02,0.02366957287
2007-02-05,-0.9631274783
2007-02-06,0.1552022915
2007-02-07,2.431623293
2007-02-08,0
2007-02-09,-3.398586515
2007-02-12,1.975853899
2007-02-13,-0.3312175261
2007-02-14,0.7515430128
2007-02-15,-0.05881776466
2007-02-16,-0.5033237789
2007-02-20,1.26526944
2007-02-21,3.781240993
2007-02-22,0.3442344191
2007-02-23,-0.5581061401
2007-02-26,-0.531024692
2007-02-27,-5.264169233
2007-02-28,0.7138921411
2007-03-01,2.936233678
2007-03-02,-1.972664584
2007-03-05,1.000884609
2007-03-06,2.180956877
2007-03-07,-0.5245963525
2007-03-08,0.2740457697
2007-03-09,-0.01140359214
2007-03-12,2.169706652
2007-03-13,-1.638919844
2007-03-14,1.761598719
2007-03-15,-0.469222177
2007-03-16,0
2007-03-19,1.717161577
2007-03-20,0.3845243051
2007-03-21,2.569147258
2007-03-22,0.04273960958
2007-03-23,-0.385315686
2007-03-26,2.502822182
2007-03-27,-0.4822654813
2007-03-28,-2.364310396
2007-03-29,0.5580012332
2007-03-30,-0.8921432849
2007-04-02,0.7743639469
2007-04-03,0.9348353932
2007-04-04,-0.2337773805
2007-04-05,0.4034546809
2007-04-09,-1.12594203
2007-04-10,0.6799235919
2007-04-11,-1.829526711
2007-04-12,-0.4127599184
2007-04-13,-2.082339337
2007-04-16,1.321159298
2007-04-17,-1.2100852
2007-04-18,0.0111006272
2007-04-19,-0.09995003331
2007-04-20,0.7600671207
2007-04-23,2.798094984
2007-04-24,-0.3221998277
2007-04-25,2.195318237
2007-04-26,3.637390828
2007-04-27,1.07661774
2007-04-30,-0.100441953
2007-05-01,-0.3388980678
2007-05-02,0.9300525372
2007-05-03,0
2007-05-04,0.3954873132
2007-05-07,3.041277037
2007-05-08,1.116650807
2007-05-09,1.766106014
2007-05-10,0.3619687542
2007-05-11,1.351978147
2007-05-14,0.569941791
2007-05-15,-1.763192216
2007-05-16,-0.1867646686
2007-05-17,1.9957787
2007-05-18,0.499620232
2007-05-21,1.774062762
2007-05-22,1.358063867
2007-05-23,-0.5581904362
2007-05-24,-1.940821375
2007-05-25,2.587327634
2007-05-29,0.6394296271
2007-05-30,3.834656313
2007-05-31,2.099420019
2007-06-01,-2.494131406
2007-06-04,2.485865007
2007-06-05,1.107103273
2007-06-06,0.7791013281
2007-06-07,0.305096423
2007-06-08,0.3552210409
2007-06-11,-3.507309155
2007-06-12,0.175124091
2007-06-13,-2.431705128
2007-06-14,1.176850268
2007-06-15,1.346464277
2007-06-18,3.712249352
2007-06-19,-1.115767937
2007-06-20,-1.745482993
2007-06-21,1.93995676
2007-06-22,-0.7393899214
2007-06-25,-0.5205718955
2007-06-26,-2.182407059
2007-06-27,1.88684843
2007-06-28,-1.177181499
2007-06-29,1.242936727
2007-07-02,-0.6650203129
2007-07-03,4.735934858
2007-07-05,4.310402109
2007-07-06,-0.333022484
2007-07-09,-1.515045466
2007-07-10,1.605979823
2007-07-11,-0.09851595366
2007-07-12,1.358003725
2007-07-13,2.620624115
2007-07-16,0.305551078
2007-07-17,0.5625792004
2007-07-18,-0.5262661818
2007-07-19,1.236424873
2007-07-20,2.751720923
2007-07-23,-0.04187312504
2007-07-24,-6.237850902
2007-07-25,1.638354116
2007-07-26,6.665129278
2007-07-27,-1.974929539
2007-07-30,-1.591035847
2007-07-31,-7.250313843
2007-08-01,2.569739919
2007-08-02,1.009686712
2007-08-03,-3.594665113
2007-08-06,2.666624186
2007-08-07,-0.08164578555
2007-08-08,-0.8026782327
2007-08-09,-5.521561365
2007-08-10,-1.42870954
2007-08-13,2.268918232
2007-08-14,-2.977531891
2007-08-15,-3.4000015
2007-08-16,-2.251845965
2007-08-17,4.093600011
2007-08-20,0.01641452142
2007-08-21,4.346648689
2007-08-22,3.7299822
2007-08-23,-1.085836581
2007-08-24,3.168412847
2007-08-27,-2.23408762
2007-08-28,-4.174797465
2007-08-29,5.457880363
2007-08-30,1.672478371
2007-08-31,1.594270177
2007-09-04,4.041527622
2007-09-05,-5.261114188
2007-09-06,-1.30891277
2007-09-07,-2.393507993
2007-09-10,3.665749084
2007-09-11,-0.9113191133
2007-09-12,0.9846490279
2007-09-13,0.2854739705
2007-09-14,1.049464909
2007-09-17,-0.188237621
2007-09-18,1.776483789
2007-09-19,-0.09971747544
2007-09-20,-0.3331115672
2007-09-21,2.748013314
2007-09-24,2.904517229
2007-09-25,3.170083465
2007-09-26,-0.3256584342
2007-09-27,1.099474407
2007-09-28,-0.5906896953
2007-10-01,1.870786346
2007-10-02,1.308235363
2007-10-03,-0.3212243088
2007-10-04,-1.044745925
2007-10-05,3.311268253
2007-10-08,3.836398291
2007-10-09,0.01792096858
2007-10-10,-0.711334348
2007-10-11,-2.729983044
2007-10-12,3.054307653
2007-10-15,-0.1800504628
2007-10-16,1.549771734
2007-10-17,1.853731628
2007-10-18,0.4325834253
2007-10-19,-1.79659522
2007-10-22,2.319371733
2007-10-23,6.499249736
2007-10-24,-0.1402121387
2007-10-25,-1.670620474
2007-10-26,1.044462431
2007-10-29,0.1844651938
2007-10-30,1.080042486
2007-10-31,1.495543987
2007-11-01,-1.234922633
2007-11-02,0.1656587987
2007-11-05,-0.9675389121
2007-11-06,3.10520769
2007-11-07,-2.853928728
2007-11-08,-6.095854868
2007-11-09,-5.940242384
2007-11-12,-7.272006198
2007-11-13,9.962984095
2007-11-14,-2.243125625
2007-11-15,-1.096954938
2007-11-16,1.22770415
2007-11-19,-1.404909846
2007-11-20,2.885472438
2007-11-21,-0.2379631487
2007-11-23,1.813974861
2007-11-26,0.6335900542
2007-11-27,1.283956849
2007-11-28,3.003240027
2007-11-29,2.304477725
2007-11-30,-1.239213938
2007-12-03,-1.70580224
2007-12-04,0.4621958766
2007-12-05,3.088603295
2007-12-06,2.397649634
2007-12-07,2.243452341
2007-12-10,-0.04648000153
2007-12-11,-3.036548471
2007-12-12,1.474721701
2007-12-13,0.3439579468
2007-12-14,-0.7523041884
2007-12-17,-3.148644439
2007-12-18,-0.822540669
2007-12-19,0.03288572241
2007-12-20,2.238029957
2007-12-21,3.12830468
2007-12-24,2.803044414
2007-12-26,0.1564326944
2007-12-27,0.02520817767
2007-12-28,0.4058161289
2007-12-31,-0.8588504602
2008-01-02,-1.597692794
2008-01-03,0
2008-01-04,-7.941258928
2008-01-07,-1.347872909
2008-01-08,-3.662977907
2008-01-09,4.649960476
2008-01-10,-0.7726524571
2008-01-11,-3.039376741
2008-01-14,3.464793663
2008-01-15,-5.601610378
2008-01-16,-5.722356861
2008-01-17,0.780227177
2008-01-18,0.2925768545
2008-01-22,-3.609525419
2008-01-23,-11.25659586
2008-01-24,-2.52709604
2008-01-25,-4.209875973
2008-01-28,0
2008-01-29,1.17091968
2008-01-30,0.4842870049
2008-01-31,2.376987982
2008-02-01,-1.195178904
2008-02-04,-1.58225568
2008-02-05,-1.754902919
2008-02-06,-5.859460987
2008-02-07,-0.6240312747
2008-02-08,3.436932044
2008-02-11,3.116317749
2008-02-12,-3.610462483
2008-02-13,3.571714307
2008-02-14,-1.512517933
2008-02-15,-2.244126006
2008-02-19,-1.985950044
2008-02-20,1.334639743
2008-02-21,-1.858667994
2008-02-22,-1.725807219
2008-02-25,0.2320219085
2008-02-26,-0.4926394109
2008-02-27,3.146016548
2008-02-28,5.498985526
2008-02-29,-3.83522413
2008-03-03,-2.669426692
2008-03-04,2.348003583
2008-03-05,-0.1046853496
2008-03-06,-2.90191332
2008-03-07,1.086145276
2008-03-10,-2.117153867
2008-03-11,6.203182043
2008-03-12,-1.039779246
2008-03-13,1.503391795
2008-03-14,-1.045507054
2008-03-17,0.09501940694
2008-03-18,4.694802778
2008-03-19,-2.402326684
2008-03-20,2.739061183
2008-03-24,4.589378047
2008-03-25,1.034574186
2008-03-26,2.852193246
2008-03-27,-3.370526234
2008-03-28,1.947584664
2008-03-31,0.3430775289
2008-04-01,4.114905363
2008-04-02,-1.373307789
2008-04-03,2.756682983
2008-04-04,0.9634345313
2008-04-07,1.820140495
2008-04-08,-1.977517577
2008-04-09,-0.9185868349
2008-04-10,2.032368198
2008-04-11,-4.912552953
2008-04-14,0.4330532439
2008-04-15,0.4064036661
2008-04-16,3.522106558
2008-04-17,0.5120427764
2008-04-18,4.152119601
2008-04-21,4.32712939
